,Unnamed: 0,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Control,2nd_Road_Class,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Year,Month
582742,12731,521870.0,183430.0,-0.244227,51.536574,3,2,1,26/02/2009,5,15,3,4000,Single carriageway,30,1.0,6,2,1.0,4,3,1,0,5.0,1,2009,2
833067,263056,556550.0,179930.0,0.253882,51.496583,3,2,1,13/05/2010,5,19,6,0,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,2,2010,5
265444,265444,443290.0,400950.0,-1.348801,53.503459,3,2,1,23/11/2006,5,17,6,0,Single carriageway,30,1.0,6,2,1.0,3,3,2,0,5.0,1,2006,11
262669,262669,423620.0,423690.0,-1.643636,53.709099,3,2,1,24/12/2006,1,22,6,0,Single carriageway,30,4.0,-1,2,1.0,3,3,1,0,5.0,1,2006,12
71893,71893,436440.0,387650.0,-1.453608,53.384433,2,2,2,19/09/2005,2,10,4,6071,Single carriageway,30,3.0,4,2,1.0,4,3,2,5,5.0,1,2005,9
778693,208682,426440.0,544700.0,-1.590274,54.79651,3,1,1,10/03/2010,4,11,5,100,Single carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2010,3
813855,243844,473100.0,346130.0,-0.91201,53.007481,3,3,1,20/08/2010,6,15,3,46,Single carriageway,60,4.0,-1,2,1.0,4,3,2,0,5.0,2,2010,8
955229,385218,397020.0,304370.0,-2.04548,52.637042,3,3,4,31/07/2011,1,11,3,462,Single carriageway,40,1.0,4,1,1.0,4,3,2,0,5.0,2,2011,7
735166,165155,527410.0,185020.0,-0.163816,51.549641,3,1,1,29/04/2010,5,18,3,502,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2010,4
191376,191376,329760.0,673300.0,-3.126284,55.947627,3,1,1,16/11/2005,4,8,6,0,Single carriageway,30,3.0,5,2,2.0,4,3,2,0,5.0,1,2005,11
664883,94872,629110.0,334870.0,1.402184,52.862486,3,1,1,01/02/2009,1,20,6,0,Single carriageway,30,4.0,-1,2,1.0,1,8,5,0,5.0,2,2009,2
520795,520795,507930.0,167110.0,-0.450114,51.392718,3,2,1,28/04/2007,7,13,6,6282,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2007,4
53217,53217,424300.0,562050.0,-1.622103,54.95253,3,1,1,24/03/2005,5,8,6,326,Single carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2005,3
803799,233788,387900.0,287240.0,-2.179617,52.482916,3,2,1,04/11/2010,5,18,5,307,Single carriageway,50,1.0,5,2,1.0,0,4,1,0,5.0,2,2010,11
860028,290017,249460.0,54510.0,-4.118332,50.37111,2,1,1,11/06/2010,6,15,6,0,Single carriageway,30,4.0,-1,2,5.0,4,3,2,1,5.0,1,2010,6
445962,445962,415920.0,433020.0,-1.759812,53.793249,3,2,2,31/08/2007,6,18,4,6145,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2007,8
454649,454649,513930.0,430470.0,-0.273347,53.758134,2,3,1,21/02/2007,4,18,6,0,Single carriageway,30,4.0,-1,2,1.0,3,3,2,0,5.0,1,2007,2
981195,411184,504330.0,197170.0,-0.492942,51.663585,3,2,1,29/09/2011,5,10,5,103,Single carriageway,60,4.0,-1,2,1.0,4,3,2,0,5.0,1,2011,9
826995,256984,517000.0,249660.0,-0.292034,52.132825,3,2,1,14/12/2010,3,8,6,0,Single carriageway,30,4.0,-1,2,1.0,4,3,1,0,5.0,1,2010,12
307297,307297,649220.0,308920.0,1.680595,52.62076,3,4,5,14/07/2006,6,13,3,47,Single carriageway,60,4.0,-1,2,1.0,4,3,2,0,5.0,2,2006,7
526686,526686,636450.0,167850.0,1.395073,51.360414,3,2,1,02/10/2007,3,16,3,254,Single carriageway,30,1.0,6,2,5.0,4,3,2,0,5.0,1,2007,10
265021,265021,443410.0,396990.0,-1.347539,53.467856,3,2,1,24/06/2006,7,17,6,0,Single carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2006,6
669158,99147,509950.0,221010.0,-0.404177,51.876783,3,2,1,30/01/2009,6,11,6,0,Single carriageway,30,4.0,-1,2,1.0,4,3,1,6,5.0,1,2009,1
69682,69682,453700.0,398450.0,-1.192295,53.480031,3,3,1,22/11/2005,3,13,4,6376,Single carriageway,30,1.0,6,2,1.0,4,6,1,0,5.0,1,2005,11
1004094,434083,632450.0,170180.0,1.339244,51.382979,3,2,1,28/06/2011,3,7,5,424,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2011,6
981528,411517,492650.0,212180.0,-0.657775,51.800553,3,1,1,11/10/2011,3,16,4,486,Single carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2011,10
495101,495101,608410.0,243490.0,1.038127,52.050548,3,3,2,17/12/2007,2,18,3,1071,Single carriageway,40,4.0,-1,2,1.0,1,6,1,0,5.0,2,2007,12
884470,314459,252690.0,672810.0,-4.359231,55.925779,3,1,1,31/01/2010,1,20,3,810,Single carriageway,30,1.0,6,2,1.0,3,3,1,0,5.0,2,2010,1
391160,391160,530260.0,187020.0,-0.121995,51.566964,3,2,2,21/08/2007,3,22,3,103,Single carriageway,30,3.0,5,2,2.0,3,5,1,0,5.0,1,2007,8
222084,222084,531830.0,188280.0,-0.098883,51.577922,3,2,1,27/11/2006,2,20,3,105,Single carriageway,30,1.0,6,2,5.0,3,3,1,0,5.0,1,2006,11
202076,202076,527460.0,184550.0,-0.163266,51.545405,3,2,1,26/06/2006,2,10,5,0,Single carriageway,30,1.0,5,2,1.0,4,3,2,0,5.0,1,2006,6
737277,167266,531710.0,182490.0,-0.10278,51.525918,3,2,1,19/10/2010,3,18,4,502,Single carriageway,30,4.0,-1,2,1.0,3,3,2,0,5.0,1,2010,10
518614,518614,514960.0,167040.0,-0.349138,51.390709,3,3,3,13/12/2007,5,12,4,3379,Single carriageway,30,1.0,4,2,1.0,4,3,2,0,5.0,1,2007,12
149409,149409,600730.0,160760.0,0.878739,51.31048,3,2,3,22/03/2005,3,19,3,2,Single carriageway,30,1.0,6,2,1.0,3,3,2,0,5.0,1,2005,3
385510,385510,270920.0,674240.0,-4.068377,55.943859,3,2,1,15/12/2006,6,11,4,8048,Single carriageway,60,4.0,-1,2,1.0,4,3,2,0,5.0,2,2006,12
709629,139618,361410.0,169520.0,-2.556422,51.423317,3,1,1,30/10/2009,6,13,6,0,Single carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2009,10
963407,393396,429660.0,320250.0,-1.561736,52.779,3,2,1,08/11/2011,3,17,6,0,Single carriageway,30,2.0,6,2,1.0,3,5,1,0,5.0,1,2011,11
1035951,465940,259640.0,678800.0,-4.251216,55.981636,3,1,2,13/02/2011,1,17,3,891,Single carriageway,60,4.0,-1,2,1.0,4,3,1,0,5.0,2,2011,2
5898,5898,537310.0,179880.0,-0.023122,51.501131,3,2,1,25/07/2005,2,12,6,0,Single carriageway,30,4.0,-1,2,5.0,4,3,2,0,5.0,1,2005,7
274406,274406,407990.0,286080.0,-1.883811,52.472566,3,2,1,25/05/2006,5,18,6,0,Single carriageway,30,1.0,6,2,2.0,4,3,2,0,5.0,1,2006,5
6162,6162,534200.0,182680.0,-0.066836,51.527039,3,1,1,09/11/2005,4,11,6,0,Single carriageway,30,1.0,6,2,1.0,4,3,2,1,5.0,1,2005,11
357589,357589,348030.0,168040.0,-2.748626,51.408939,2,1,1,04/07/2006,3,0,3,370,Single carriageway,30,4.0,-1,2,1.0,3,3,2,0,5.0,1,2006,7
20116,20116,520430.0,178500.0,-0.266662,51.492574,3,4,1,07/12/2005,4,18,3,315,Single carriageway,30,4.0,-1,2,2.0,3,3,2,0,5.0,1,2005,12
345422,345422,489210.0,122340.0,-0.730212,50.99349,3,1,1,04/04/2006,3,10,3,272,Single carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,2,2006,4
515015,515015,464370.0,153500.0,-1.078547,51.276962,3,1,1,07/06/2007,5,16,6,0,Single carriageway,20,1.0,6,2,1.0,4,3,2,0,5.0,1,2007,6
7826,7826,543750.0,188830.0,0.07325,51.579953,3,2,1,11/11/2005,6,22,6,0,Single carriageway,30,1.0,3,2,1.0,3,3,2,0,5.0,1,2005,11
362484,362484,393040.0,160370.0,-2.101328,51.342318,3,2,1,02/07/2006,1,11,3,361,Single carriageway,40,1.0,6,2,1.0,4,3,2,0,5.0,2,2006,7
886979,316968,262160.0,660390.0,-4.201476,55.817076,3,2,1,16/11/2010,3,11,3,749,Single carriageway,30,3.0,4,2,4.0,4,3,2,0,5.0,1,2010,11
311916,311916,508040.0,218560.0,-0.432678,51.855136,3,2,1,07/06/2006,4,21,4,4540,Single carriageway,30,1.0,6,2,1.0,3,3,2,0,5.0,2,2006,6
342781,342781,617690.0,168280.0,1.126308,51.371769,3,1,1,18/09/2006,2,17,6,3126,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2006,9
130235,130235,471470.0,207590.0,-0.965817,51.762395,3,2,2,03/05/2005,3,10,3,418,Single carriageway,60,1.0,5,2,1.0,4,3,2,0,5.0,2,2005,5
1025256,455245,332030.0,189030.0,-2.982691,51.595951,3,2,1,25/10/2011,3,17,4,4596,Single carriageway,30,1.0,6,2,1.0,4,0,1,0,5.0,1,2011,10
297164,297164,529900.0,363010.0,-0.059093,53.148379,2,1,2,30/07/2006,1,9,4,1183,Single carriageway,60,1.0,6,2,1.0,4,6,1,0,5.0,2,2006,7
448007,448007,414360.0,416740.0,-1.784244,53.646966,3,2,1,11/12/2007,3,12,6,0,Single carriageway,30,3.0,6,2,2.0,4,2,2,0,5.0,1,2007,12
504691,504691,561770.0,193310.0,0.335168,51.615321,3,2,1,17/09/2007,2,18,6,0,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,2,2007,9
881145,311134,329810.0,670970.0,-3.124877,55.926703,2,1,1,03/04/2010,7,0,6,0,Single carriageway,30,4.0,-1,2,1.0,3,3,2,0,5.0,1,2010,4
574461,4450,533650.0,186760.0,-0.073211,51.563835,2,2,1,22/04/2009,4,23,3,10,Single carriageway,30,1.0,5,2,4.0,3,3,2,0,5.0,1,2009,4
100611,100611,462580.0,366840.0,-1.064742,53.194953,3,2,2,15/07/2005,6,19,3,6075,Single carriageway,30,3.0,4,2,1.0,4,2,2,6,5.0,2,2005,7
828628,258617,529150.0,215930.0,-0.127304,51.827021,2,2,2,06/02/2010,7,15,5,48,Single carriageway,60,4.0,-1,2,1.0,4,3,2,0,5.0,2,2010,2
725430,155419,328380.0,692450.0,-3.153496,56.119447,3,2,1,11/10/2009,1,12,6,0,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2009,10
1000962,430951,527360.0,157550.0,-0.174404,51.302774,3,1,1,25/05/2011,4,7,4,2032,Single carriageway,40,4.0,-1,2,1.0,4,3,2,0,5.0,1,2011,5
675745,105734,544300.0,211260.0,0.090446,51.781355,3,2,2,25/08/2009,3,18,3,414,Single carriageway,40,1.0,6,2,1.0,4,3,2,0,5.0,2,2009,8
659522,89511,460260.0,323510.0,-1.107531,52.80576,3,2,1,25/08/2009,3,16,3,6006,Single carriageway,30,1.0,6,2,1.0,4,6,1,0,5.0,2,2009,8
788930,218919,445590.0,404650.0,-1.31359,53.53652,3,2,1,03/02/2010,4,9,6,0,Single carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,2,2010,2
185319,185319,324380.0,321280.0,-3.122666,52.783757,3,1,1,05/12/2005,2,12,3,495,Single carriageway,60,1.0,6,2,1.0,4,3,1,0,5.0,2,2005,12
349536,349536,167390.0,26790.0,-5.253796,50.09549,1,2,1,05/05/2006,6,7,6,0,Single carriageway,60,4.0,-1,2,1.0,4,3,2,0,5.0,2,2006,5
425868,425868,373530.0,409410.0,-2.401283,53.580602,3,2,1,20/07/2007,6,21,3,579,Single carriageway,30,1.0,6,2,1.0,3,5,1,0,5.0,1,2007,7
921913,351902,385892.0,393194.0,-2.213833,53.435325,3,2,1,07/04/2011,5,14,6,0,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2011,4
711123,141112,385190.0,204820.0,-2.215913,51.74184,2,2,1,04/10/2009,1,18,3,419,Single carriageway,40,4.0,-1,2,1.0,4,3,2,0,5.0,1,2009,10
38538,38538,336950.0,389490.0,-2.949724,53.398445,3,2,1,03/10/2005,2,18,3,5089,Single carriageway,30,3.0,3,2,1.0,4,3,2,0,5.0,1,2005,10
1034209,464198,323220.0,676870.0,-3.231998,55.978694,3,2,1,23/11/2011,4,11,5,0,Single carriageway,30,4.0,-1,2,5.0,4,3,2,0,5.0,1,2011,11
471366,471366,328890.0,325770.0,-3.056787,52.824728,3,1,4,24/06/2007,1,12,3,483,Single carriageway,60,4.0,-1,2,1.0,4,3,2,0,5.0,2,2007,6
698240,128229,542470.0,135250.0,0.033366,51.098799,3,2,2,16/04/2009,5,11,3,22,Single carriageway,30,1.0,6,2,5.0,4,3,2,0,5.0,2,2009,4
1005456,435445,569810.0,159830.0,0.435115,51.312187,3,1,1,06/10/2011,5,15,5,482,Single carriageway,40,4.0,-1,2,2.0,4,3,2,0,5.0,1,2011,10
370851,370851,299310.0,201930.0,-3.458648,51.706999,3,4,2,30/06/2006,6,17,3,4233,Single carriageway,60,4.0,-1,2,1.0,4,3,2,0,2.0,2,2006,6
940147,370136,424220.0,422860.0,-1.634611,53.701612,3,2,1,30/10/2011,1,15,6,0,Single carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2011,10
651544,81533,430030.0,326770.0,-1.555653,52.83759,2,3,1,29/05/2009,6,22,4,5008,Single carriageway,40,4.0,-1,2,1.0,3,3,2,0,5.0,2,2009,5
723478,153467,322460.0,870450.0,-3.303241,57.717193,1,1,3,25/07/2009,7,0,4,9040,Single carriageway,30,4.0,-1,2,1.0,3,3,2,0,5.0,2,2009,7
168273,168273,331610.0,124410.0,-2.976347,51.014926,3,2,1,31/08/2005,4,19,6,0,Single carriageway,60,1.0,6,2,1.0,4,3,1,0,5.0,2,2005,8
822102,252091,537620.0,296710.0,0.0283,52.550812,1,1,1,04/07/2010,1,21,5,69,Single carriageway,60,4.0,-1,2,1.0,1,3,2,0,5.0,2,2010,7
804438,234427,383500.0,255250.0,-2.242828,52.195201,3,2,1,19/03/2010,6,18,6,0,Single carriageway,30,1.0,6,2,1.0,3,5,1,0,5.0,1,2010,3
921546,351535,382338.0,394043.0,-2.267377,53.442849,3,3,3,16/05/2011,2,23,3,6010,Single carriageway,30,1.0,5,2,1.0,3,5,1,0,5.0,1,2011,5
416808,416808,372390.0,430560.0,-2.42039,53.770641,3,2,1,11/07/2007,4,8,6,0,Single carriageway,30,1.0,6,2,1.0,4,2,2,0,5.0,2,2007,7
6176,6176,537440.0,182880.0,-0.020081,51.528058,3,2,1,01/11/2005,3,17,3,11,Single carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2005,11
685366,115355,424180.0,94770.0,-1.658619,50.751964,3,2,1,01/07/2009,4,17,6,0,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2009,7
803079,233068,388580.0,347800.0,-2.171731,53.027346,3,1,1,16/08/2010,2,8,6,45,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2010,8
244661,244661,341370.0,374110.0,-2.880407,53.260723,2,1,1,17/05/2006,4,15,3,5117,Single carriageway,60,1.0,6,2,1.0,4,3,1,0,5.0,1,2006,5
505462,505462,568720.0,206110.0,0.441634,51.728268,3,2,1,05/12/2007,4,8,6,0,Single carriageway,30,1.0,6,2,1.0,4,5,1,0,5.0,2,2007,12
191437,191437,363010.0,649610.0,-2.590678,55.738497,3,1,1,23/11/2005,4,8,4,6456,Single carriageway,40,4.0,-1,2,1.0,4,3,1,0,5.0,2,2005,11
611576,41565,364160.0,389200.0,-2.540488,53.398392,3,2,1,29/09/2009,3,6,3,57,Single carriageway,40,1.0,6,2,4.0,3,3,1,0,5.0,1,2009,9
196509,196509,287920.0,659700.0,-3.790315,55.817548,3,2,2,20/09/2005,3,10,4,717,Single carriageway,30,1.0,6,2,1.0,4,3,1,0,5.0,2,2005,9
304602,304602,520160.0,295150.0,-0.229636,52.540925,3,2,1,29/06/2006,5,19,4,1091,Single carriageway,30,1.0,6,2,1.0,4,2,2,0,5.0,2,2006,6
992817,422806,434450.0,174420.0,-1.505455,51.467654,2,2,3,24/01/2011,2,14,4,4000,Single carriageway,50,4.0,-1,2,1.0,4,3,1,0,5.0,2,2011,1
491590,491590,611370.0,301640.0,1.117726,52.571455,1,4,2,06/04/2007,6,15,5,542,Single carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2007,4
153783,153783,583390.0,110480.0,0.604721,50.864669,2,2,1,07/02/2005,2,18,6,0,Single carriageway,30,1.0,6,2,1.0,3,3,2,0,5.0,1,2005,2
907150,337139,526110.0,170700.0,-0.187666,51.421236,3,1,1,15/01/2011,7,8,3,218,Single carriageway,30,1.0,5,2,4.0,4,3,2,0,5.0,1,2011,1
208194,208194,530490.0,173920.0,-0.123522,51.449184,3,2,1,21/02/2006,3,7,3,23,Single carriageway,30,3.0,5,2,2.0,4,3,2,0,5.0,1,2006,2
232200,232200,333550.0,396360.0,-3.002303,53.459771,3,2,1,09/12/2006,7,11,3,566,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2006,12
562713,562713,326330.0,672600.0,-3.181003,55.940824,3,2,2,06/09/2007,5,10,3,7,Single carriageway,30,3.0,6,2,2.0,4,3,2,0,5.0,1,2007,9
542230,542230,356180.0,116070.0,-2.625103,50.942335,3,2,1,13/09/2007,5,16,6,0,Single carriageway,30,3.0,6,2,5.0,4,3,2,0,5.0,1,2007,9
419541,419541,332560.0,400200.0,-3.018037,53.494156,3,2,1,21/12/2007,6,14,3,565,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2007,12
1024587,454576,331300.0,362520.0,-3.028847,53.155347,3,2,1,14/12/2011,4,8,3,5104,Single carriageway,60,1.0,6,2,1.0,4,3,2,0,5.0,2,2011,12
756564,186553,530190.0,167220.0,-0.130296,51.38904,3,2,1,17/02/2010,4,14,3,236,Single carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2010,2
220740,220740,529790.0,194270.0,-0.126091,51.632226,3,1,1,28/01/2006,7,15,6,0,Single carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2006,1
458864,458864,402570.0,278770.0,-1.963658,52.406899,3,2,1,23/11/2007,6,17,6,0,Single carriageway,30,1.0,6,2,1.0,3,3,2,0,5.0,1,2007,11
614762,44751,404230.0,568440.0,-1.935386,55.010523,2,3,2,16/08/2009,1,14,4,6318,Single carriageway,60,4.0,-1,2,1.0,4,4,2,0,5.0,2,2009,8
937527,367516,413740.0,416180.0,-1.793648,53.641949,3,2,1,07/05/2011,7,13,3,62,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2011,5
673480,103469,577640.0,227150.0,0.581443,51.914498,3,1,1,17/02/2009,3,12,3,131,Single carriageway,40,4.0,-1,2,1.0,4,3,1,1,5.0,1,2009,2
716480,146469,255830.0,370430.0,-4.160396,53.21131,3,2,1,27/11/2009,6,18,6,0,Single carriageway,30,1.0,6,2,1.0,3,5,1,0,5.0,1,2009,11
531788,531788,511040.0,103860.0,-0.424881,50.823576,3,2,1,09/10/2007,3,9,6,0,Single carriageway,30,1.0,6,2,1.0,4,5,1,0,5.0,1,2007,10
941645,371634,448650.0,400010.0,-1.268142,53.494542,3,3,1,10/08/2011,4,19,3,6023,Single carriageway,40,1.0,6,2,1.0,4,3,2,0,5.0,1,2011,8
670827,100816,510860.0,195050.0,-0.399237,51.643282,3,1,2,29/04/2009,4,18,6,116,Single carriageway,20,4.0,-1,2,1.0,4,3,2,0,5.0,1,2009,4
900069,330058,513360.0,187770.0,-0.365474,51.577353,3,2,1,08/11/2011,3,19,6,0,Single carriageway,30,1.0,6,2,1.0,3,5,1,0,5.0,1,2011,11
605415,35404,387480.0,390670.0,-2.189829,53.412678,3,2,1,21/04/2009,3,17,4,5169,Single carriageway,30,3.0,3,2,2.0,4,3,2,0,5.0,1,2009,4
359355,359355,337990.0,152670.0,-2.890281,51.269739,3,2,2,29/10/2006,1,16,3,38,Single carriageway,50,1.0,6,2,1.0,4,3,2,0,5.0,2,2006,10
928739,358728,339260.0,367190.0,-2.910714,53.19829,3,2,1,16/12/2011,6,13,6,0,Single carriageway,30,1.0,3,2,1.0,4,1,3,0,5.0,1,2011,12
914568,344557,345164.0,463633.0,-2.839374,54.065709,3,2,2,19/02/2011,7,15,5,470,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2011,2
924428,354417,377092.0,387746.0,-2.345896,53.386045,3,1,1,01/09/2011,5,15,5,0,Single carriageway,30,3.0,5,2,2.0,4,3,2,0,5.0,1,2011,9
237117,237117,377900.0,402790.0,-2.334809,53.521302,3,3,1,21/06/2006,4,7,3,666,Single carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2006,6
167407,167407,358150.0,173080.0,-2.603728,51.455094,3,1,1,06/07/2005,4,14,3,4018,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2005,7
452189,452189,433550.0,393930.0,-1.496389,53.441071,3,2,1,26/06/2007,3,17,3,61,Single carriageway,30,1.0,6,2,1.0,4,3,1,0,5.0,1,2007,6
533847,533847,180180.0,31770.0,-5.078113,50.145086,3,1,2,09/04/2007,2,2,5,88,Single carriageway,60,4.0,-1,2,1.0,2,3,2,0,5.0,1,2007,4
1048105,8652,548430.0,188840.0,0.140748,51.578831,3,1,1,05/07/2012,5,15,3,1112,Single carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2012,7
928956,358945,437230.0,557290.0,-1.420836,54.908962,3,2,1,15/01/2011,7,22,6,5004,Single carriageway,30,1.0,6,2,1.0,3,3,2,0,5.0,1,2011,1
247723,247723,436070.0,556840.0,-1.438984,54.905003,3,2,1,06/03/2006,2,11,6,5004,Single carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2006,3
33115,33115,378700.0,433910.0,-2.324887,53.801049,3,3,1,19/01/2005,4,22,3,671,Single carriageway,30,1.0,6,2,1.0,3,3,1,0,5.0,1,2005,1
617674,47663,428530.0,515580.0,-1.560601,54.534707,3,2,1,31/05/2009,1,11,6,0,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2009,5
707779,137768,365380.0,173950.0,-2.499761,51.463406,3,2,1,16/06/2009,3,17,6,0,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2009,6
478801,478801,457190.0,381380.0,-1.142802,53.326244,3,1,1,19/10/2007,6,0,6,0,Single carriageway,30,1.0,6,2,1.0,3,6,1,0,5.0,1,2007,10
1041309,1856,529040.0,180900.0,-0.141829,51.512245,3,2,1,29/07/2012,1,17,4,406,Single carriageway,30,1.0,4,2,4.0,4,3,2,0,5.0,1,2012,7
826329,256318,625190.0,247210.0,1.284888,52.077381,3,3,1,25/07/2010,1,13,5,328,Single carriageway,30,1.0,5,2,1.0,4,3,2,0,5.0,2,2010,7
249267,249267,438390.0,559360.0,-1.402469,54.927475,2,1,1,15/07/2006,7,10,6,5011,Single carriageway,30,1.0,6,2,3.0,4,3,2,0,5.0,1,2006,7
303598,303598,523770.0,273270.0,-0.184536,52.343511,3,2,2,20/02/2006,2,17,5,115,Single carriageway,40,1.0,6,2,1.0,3,2,2,0,1.0,1,2006,2
189583,189583,322710.0,675120.0,-3.239666,55.962892,3,2,4,27/03/2005,1,17,3,902,Single carriageway,40,1.0,6,2,1.0,4,7,1,0,5.0,1,2005,3
693303,123292,615200.0,157260.0,1.083939,51.27377,3,1,1,05/02/2009,5,16,5,405,Single carriageway,30,3.0,6,2,1.0,4,3,2,0,5.0,1,2009,2
1008370,438359,549420.0,107470.0,0.121147,50.847393,3,2,2,07/06/2011,3,10,3,27,Single carriageway,50,1.0,6,2,1.0,4,3,2,0,5.0,2,2011,6
161370,161370,258770.0,95200.0,-4.002942,50.739128,2,1,1,31/10/2005,2,15,4,3260,Single carriageway,60,4.0,-1,2,5.0,4,3,2,0,5.0,2,2005,10
659403,89392,459170.0,299830.0,-1.127951,52.593026,3,2,1,06/07/2009,2,7,4,5418,Single carriageway,30,1.0,6,2,5.0,4,3,2,0,5.0,1,2009,7
385951,385951,261620.0,653850.0,-4.206764,55.758202,3,2,1,10/01/2006,3,8,5,0,Single carriageway,30,1.0,6,2,1.0,3,0,1,0,5.0,1,2006,1
754979,184968,533930.0,192410.0,-0.06702,51.614541,3,1,1,06/02/2010,7,6,3,406,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2010,2
178815,178815,318230.0,211860.0,-3.187238,51.799343,3,3,1,06/05/2005,6,17,3,4047,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2005,5
972542,402531,480750.0,263250.0,-0.81827,52.261461,3,2,1,08/11/2011,3,16,3,4500,Single carriageway,40,4.0,-1,2,1.0,3,5,1,0,5.0,1,2011,11
1040647,1194,529960.0,178270.0,-0.129547,51.488398,3,2,1,21/02/2012,3,7,3,202,Single carriageway,30,3.0,3,2,2.0,4,3,2,0,5.0,1,2012,2
1009351,439340,523190.0,118102.0,-0.247664,50.949133,3,1,2,02/09/2011,6,18,4,2116,Single carriageway,40,1.0,6,2,1.0,4,3,2,0,5.0,2,2011,9
390763,390763,528910.0,183860.0,-0.142619,51.538875,2,1,1,07/03/2007,4,16,3,503,Single carriageway,30,3.0,3,2,2.0,4,3,2,0,5.0,1,2007,3
884231,314220,265180.0,665130.0,-4.15567,55.860488,3,1,2,16/05/2010,1,21,6,0,Single carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2010,5
201805,201805,530810.0,181900.0,-0.115965,51.520825,3,2,1,03/06/2006,7,13,3,401,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2006,6
670337,100326,531480.0,219130.0,-0.092298,51.855233,3,2,1,26/07/2009,1,10,3,602,Single carriageway,60,4.0,-1,2,1.0,4,3,2,0,5.0,2,2009,7
963361,393350,435520.0,335500.0,-1.473207,52.915732,3,2,1,03/11/2011,5,8,3,514,Single carriageway,30,1.0,6,2,1.0,4,2,2,0,5.0,1,2011,11
974390,404379,508290.0,305440.0,-0.401223,52.635884,3,1,2,04/09/2011,1,23,4,1443,Single carriageway,30,4.0,-1,2,1.0,1,5,1,0,5.0,2,2011,9
649564,79553,448770.0,333910.0,-1.276409,52.900403,3,2,1,30/05/2009,7,14,3,6005,Single carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2009,5
723123,153112,386970.0,780350.0,-2.215606,56.914349,2,1,1,20/04/2009,2,22,3,92,Single carriageway,60,4.0,-1,2,1.0,1,3,2,0,5.0,2,2009,4
731634,161623,273440.0,659720.0,-4.021267,55.814149,3,1,1,18/09/2009,6,10,6,0,Single carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2009,9
446387,446387,419040.0,437270.0,-1.712189,53.831343,3,2,1,08/09/2007,7,20,3,658,Single carriageway,30,3.0,3,2,2.0,3,3,2,0,5.0,1,2007,9
794176,224165,460230.0,525220.0,-1.06878,54.618558,3,1,1,18/10/2010,2,12,6,0,Single carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2010,10
