,Unnamed: 0,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Control,2nd_Road_Class,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Year,Month
714333,144322,398900.0,93370.0,-2.016975,50.739873,3,2,1,08/07/2009,4,10,3,35,Dual carriageway,70,1.0,3,2,1.0,4,3,2,0,5.0,2,2009,7
487260,487260,464940.0,260750.0,-1.050362,52.241079,3,2,5,10/08/2007,6,16,1,1,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2007,8
261635,261635,415020.0,435630.0,-1.773348,53.816734,3,2,2,08/11/2006,4,15,3,650,Dual carriageway,40,4.0,-1,2,1.0,4,3,2,0,5.0,1,2006,11
63656,63656,445160.0,423930.0,-1.317287,53.709841,2,2,3,30/04/2005,7,2,1,62,Dual carriageway,70,4.0,-1,2,1.0,1,3,2,0,5.0,2,2005,4
501099,501099,546640.0,199200.0,0.119268,51.672387,3,3,1,19/01/2007,6,18,1,11,Dual carriageway,70,4.0,-1,2,1.0,3,3,1,0,5.0,2,2007,1
920616,350605,340290.0,386570.0,-2.898946,53.37259,3,2,2,06/08/2011,7,16,4,5180,Dual carriageway,40,3.0,6,2,1.0,4,3,2,0,5.0,1,2011,8
403511,403511,524800.0,189380.0,-0.199892,51.589407,3,1,1,25/07/2007,4,22,3,598,Dual carriageway,30,3.0,3,2,5.0,3,3,2,0,5.0,1,2007,7
457932,457932,404890.0,283200.0,-1.929491,52.446711,3,2,3,21/01/2007,1,15,6,0,Dual carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2007,1
534789,534789,232890.0,59080.0,-4.353181,50.4077,3,2,1,25/10/2007,5,17,3,38,Dual carriageway,60,1.0,6,2,1.0,4,3,2,0,5.0,2,2007,10
1033628,463617,322790.0,668050.0,-3.236361,55.899396,3,2,1,24/08/2011,4,15,3,720,Dual carriageway,70,4.0,-1,2,1.0,4,5,1,0,5.0,2,2011,8
500581,500581,523150.0,215180.0,-0.214591,51.821634,3,3,1,18/07/2007,4,16,2,1,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2007,7
161604,161604,277100.0,93800.0,-3.742834,50.730715,3,1,1,31/05/2005,3,11,3,30,Dual carriageway,60,4.0,-1,2,1.0,4,3,2,0,5.0,2,2005,5
891982,321971,521640.0,180900.0,-0.248414,51.513885,3,1,1,29/07/2011,6,0,3,40,Dual carriageway,30,4.0,-1,2,1.0,3,3,2,0,5.0,1,2011,7
149923,149923,604510.0,141090.0,0.921687,51.132492,3,1,1,03/05/2005,3,10,1,20,Dual carriageway,70,4.0,-1,2,1.0,4,3,1,0,5.0,2,2005,5
696683,126672,581910.0,159660.0,0.608458,51.306923,3,3,3,04/12/2009,6,10,3,249,Dual carriageway,70,4.0,-1,2,1.0,4,3,1,0,5.0,2,2009,12
345518,345518,502990.0,105900.0,-0.538558,50.843402,3,1,1,11/04/2006,3,17,3,27,Dual carriageway,40,4.0,-1,2,1.0,4,5,1,0,5.0,2,2006,4
271320,271320,406810.0,291040.0,-1.901083,52.517173,2,1,1,09/01/2006,2,22,3,34,Dual carriageway,40,4.0,-1,2,1.0,3,3,2,0,5.0,1,2006,1
839915,269904,458130.0,173810.0,-1.164682,51.460237,3,1,3,01/06/2010,3,2,1,4,Dual carriageway,70,4.0,-1,2,1.0,1,3,2,0,5.0,2,2010,6
992288,422277,471220.0,168810.0,-0.977297,51.413791,3,1,1,10/07/2011,1,8,1,4,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2011,7
925743,355732,392368.0,399147.0,-2.116499,53.488969,3,1,2,17/07/2011,1,2,1,60,Dual carriageway,30,4.0,-1,2,1.0,3,5,1,0,5.0,1,2011,7
248161,248161,439040.0,557090.0,-1.392634,54.907027,3,2,3,08/04/2006,7,15,3,1231,Dual carriageway,30,1.0,6,2,1.0,4,8,1,0,5.0,1,2006,4
960533,390522,421510.0,297780.0,-1.684019,52.577386,3,1,1,04/08/2011,5,16,1,42,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2011,8
1042146,2693,525090.0,186000.0,-0.19691,51.558967,3,2,1,29/05/2012,3,17,3,41,Dual carriageway,30,3.0,6,2,2.0,4,3,2,0,5.0,1,2012,5
466866,466866,393870.0,304670.0,-2.092034,52.639712,3,1,1,02/07/2007,2,18,1,54,Dual carriageway,70,1.0,-1,2,1.0,4,5,1,0,5.0,2,2007,7
832319,262308,572430.0,216510.0,0.500461,51.82056,3,1,1,11/04/2010,1,10,3,131,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2010,4
695326,125315,555710.0,173300.0,0.238872,51.437245,3,2,2,09/08/2009,1,18,3,282,Dual carriageway,70,4.0,-1,2,0.0,4,3,2,0,5.0,1,2009,8
920206,350195,335120.0,390890.0,-2.977531,53.410806,3,2,1,02/11/2011,4,9,3,57,Dual carriageway,30,3.0,3,2,2.0,4,3,2,0,5.0,1,2011,11
771414,201403,391380.0,404250.0,-2.131532,53.534822,3,2,1,10/05/2010,2,11,3,62,Dual carriageway,30,3.0,4,2,2.0,4,3,2,0,5.0,1,2010,5
267056,267056,435380.0,385540.0,-1.469779,53.365539,3,2,3,28/10/2006,7,14,3,61,Dual carriageway,30,3.0,4,2,1.0,4,3,2,0,5.0,1,2006,10
998922,428911,509550.0,152590.0,-0.4313,51.261894,3,2,1,09/11/2011,4,11,3,246,Dual carriageway,50,1.0,-1,2,1.0,4,3,2,0,5.0,2,2011,11
456597,456597,410970.0,291930.0,-1.839749,52.525107,3,3,2,23/02/2007,6,12,3,5127,Dual carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2007,2
83019,83019,394770.0,290540.0,-2.078506,52.512693,2,3,3,13/04/2005,4,16,3,459,Dual carriageway,30,1.0,6,2,5.0,4,3,2,0,5.0,1,2005,4
570756,745,533180.0,181440.0,-0.081999,51.516137,3,2,1,15/05/2009,6,18,3,1211,Dual carriageway,30,3.0,3,2,2.0,4,3,2,0,5.0,1,2009,5
510479,510479,489280.0,179100.0,-0.715071,51.50374,3,2,1,27/08/2007,2,11,2,308,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2007,8
432735,432735,362410.0,389040.0,-2.566787,53.396832,3,2,3,06/05/2007,1,17,3,50,Dual carriageway,30,3.0,3,2,2.0,4,3,1,0,5.0,1,2007,5
389440,389440,525760.0,181630.0,-0.188811,51.519544,3,2,1,20/05/2007,1,21,3,404,Dual carriageway,30,3.0,4,2,2.0,3,3,2,0,5.0,1,2007,5
848597,278586,541970.0,153230.0,0.033328,51.2605,3,2,1,07/04/2010,4,23,3,25,Dual carriageway,60,4.0,-1,2,1.0,1,3,2,0,5.0,2,2010,4
135872,135872,471600.0,168640.0,-0.971868,51.412215,3,2,1,15/09/2005,5,18,1,4,Dual carriageway,70,1.0,1,2,1.0,4,3,2,0,5.0,2,2005,9
336613,336613,501620.0,168520.0,-0.540373,51.406556,3,2,1,18/07/2006,3,13,1,25,Dual carriageway,40,4.0,-1,2,1.0,4,3,2,0,5.0,2,2006,7
37752,37752,336210.0,396290.0,-2.962231,53.459471,3,2,2,25/01/2005,3,8,3,59,Dual carriageway,30,3.0,6,2,1.0,4,3,2,0,5.0,1,2005,1
464458,464458,436810.0,280020.0,-1.460204,52.416911,3,1,1,22/09/2007,7,19,3,4600,Dual carriageway,40,3.0,6,2,2.0,4,3,2,0,5.0,1,2007,9
925804,355793,373746.0,398078.0,-2.397067,53.478757,3,2,1,11/10/2011,3,17,1,62,Dual carriageway,70,4.0,-1,2,1.0,4,5,1,0,5.0,2,2011,10
691467,121456,487780.0,134630.0,-0.747607,51.104199,3,3,3,13/09/2009,1,13,3,3,Dual carriageway,40,1.0,6,2,1.0,4,3,2,1,5.0,2,2009,9
52821,52821,431170.0,561480.0,-1.514899,54.947028,3,2,1,14/02/2005,2,18,3,194,Dual carriageway,70,1.0,3,2,1.0,3,3,2,0,5.0,2,2005,2
905620,335609,509360.0,184490.0,-0.424195,51.548661,1,2,1,10/03/2011,5,17,3,40,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,1,2011,3
992868,422857,478910.0,158480.0,-0.869031,51.319907,3,3,1,31/12/2011,7,13,3,30,Dual carriageway,60,1.0,3,2,1.0,4,3,1,0,5.0,2,2011,12
215507,215507,509330.0,178860.0,-0.426373,51.498063,3,2,1,04/08/2006,6,22,3,437,Dual carriageway,30,4.0,-1,2,5.0,3,3,2,0,5.0,1,2006,8
672969,102958,522260.0,200300.0,-0.232727,51.688104,3,2,1,16/11/2009,2,9,1,25,Dual carriageway,70,4.0,-1,2,1.0,4,3,1,0,5.0,2,2009,11
70938,70938,447580.0,384080.0,-1.28667,53.351461,3,2,3,19/06/2005,1,4,1,1,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2005,6
421808,421808,336170.0,389340.0,-2.961423,53.397003,2,2,1,04/10/2007,5,19,3,562,Dual carriageway,30,3.0,3,2,1.0,3,3,2,0,5.0,1,2007,10
188303,188303,315080.0,689560.0,-3.366427,56.091307,3,1,1,02/01/2005,1,2,3,92,Dual carriageway,70,4.0,-1,2,1.0,1,4,3,0,5.0,2,2005,1
161392,161392,268040.0,91090.0,-3.87017,50.704369,3,2,1,24/12/2005,7,11,6,0,Dual carriageway,60,4.0,-1,2,1.0,4,3,2,0,5.0,2,2005,12
903968,333957,530320.0,179920.0,-0.123755,51.503144,2,1,1,05/09/2011,2,13,3,3211,Dual carriageway,30,1.0,6,2,1.0,4,3,2,0,2.0,1,2011,9
245812,245812,377180.0,355850.0,-2.342277,53.099341,3,2,1,15/09/2006,6,7,1,6,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2006,9
404008,404008,527270.0,171590.0,-0.170672,51.428976,1,2,1,31/01/2007,4,11,3,217,Dual carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2007,1
31644,31644,354100.0,429840.0,-2.697765,53.762876,3,3,1,18/06/2005,7,13,3,59,Dual carriageway,30,3.0,3,2,2.0,4,3,2,0,5.0,1,2005,6
263754,263754,454570.0,402990.0,-1.178398,53.520746,3,2,1,24/10/2006,3,17,2,1,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2006,10
438900,438900,423910.0,497350.0,-1.633464,54.371112,3,1,1,01/01/2007,2,1,3,6136,Dual carriageway,70,4.0,-1,2,1.0,4,4,2,0,5.0,2,2007,1
462671,462671,404510.0,294400.0,-1.934933,52.547403,3,2,2,17/05/2007,5,8,3,34,Dual carriageway,30,1.0,6,2,5.0,4,5,1,0,5.0,1,2007,5
883318,313307,278980.0,703040.0,-3.952443,56.204569,2,3,2,12/10/2010,3,19,3,9,Dual carriageway,60,4.0,-1,2,1.0,1,3,2,0,5.0,2,2010,10
315614,315614,513000.0,205580.0,-0.364916,51.737497,3,1,1,30/11/2006,5,11,1,10,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2006,11
799128,229117,401570.0,278590.0,-1.978359,52.405285,3,2,3,08/04/2010,5,11,3,38,Dual carriageway,40,1.0,6,2,5.0,4,3,2,0,5.0,1,2010,4
97695,97695,438620.0,371350.0,-1.422813,53.237767,3,3,3,08/09/2005,5,21,3,61,Dual carriageway,60,4.0,-1,2,1.0,3,3,1,0,5.0,1,2005,9
897872,327861,534290.0,179440.0,-0.066773,51.497902,2,2,1,12/07/2011,3,10,3,200,Dual carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2011,7
38004,38004,334020.0,393100.0,-2.99454,53.430531,3,2,2,06/04/2005,4,9,3,5055,Dual carriageway,30,3.0,3,2,1.0,4,3,2,0,5.0,1,2005,4
47945,47945,379070.0,398720.0,-2.31689,53.484768,3,2,1,25/08/2005,5,20,1,602,Dual carriageway,70,4.0,-1,2,1.0,3,4,1,0,5.0,1,2005,8
58651,58651,433960.0,516460.0,-1.476586,54.542281,3,3,1,19/11/2005,7,15,3,66,Dual carriageway,70,4.0,-1,2,1.0,4,3,3,0,5.0,2,2005,11
125063,125063,549950.0,243210.0,0.186197,52.066925,3,3,1,15/10/2005,7,14,1,11,Dual carriageway,70,1.0,1,2,1.0,4,3,2,0,5.0,2,2005,10
358542,358542,347320.0,136790.0,-2.754219,51.127897,3,2,1,10/09/2006,1,19,6,0,Dual carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2006,9
220552,220552,507480.0,178640.0,-0.453081,51.49644,3,2,1,24/08/2006,5,19,1,4,Dual carriageway,70,1.0,1,2,1.0,3,3,2,0,5.0,1,2006,8
351763,351763,269580.0,92930.0,-3.849024,50.721255,3,2,2,10/06/2006,7,9,3,30,Dual carriageway,60,4.0,-1,2,1.0,4,3,2,0,5.0,2,2006,6
1047653,8200,541250.0,185150.0,0.035716,51.547517,3,2,1,03/09/2012,2,18,3,118,Dual carriageway,30,3.0,5,2,2.0,4,3,2,0,5.0,1,2012,9
336075,336075,528090.0,150630.0,-0.166416,51.240418,3,1,1,20/06/2006,3,0,3,23,Dual carriageway,30,4.0,-1,2,5.0,3,3,2,0,5.0,1,2006,6
19753,19753,510660.0,177320.0,-0.407703,51.483963,3,2,1,20/06/2005,2,8,3,312,Dual carriageway,30,3.0,5,2,1.0,4,3,2,0,5.0,1,2005,6
959449,389438,427100.0,262210.0,-1.604401,52.257362,3,1,1,19/02/2011,7,7,1,40,Dual carriageway,70,4.0,-1,2,1.0,4,5,1,0,5.0,2,2011,2
339404,339404,573810.0,169140.0,0.496996,51.394615,3,2,1,25/10/2006,4,17,3,2,Dual carriageway,30,3.0,6,2,5.0,4,5,1,0,5.0,1,2006,10
454839,454839,507210.0,427470.0,-0.376272,53.732604,3,1,1,19/05/2007,7,15,6,0,Dual carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2007,5
145435,145435,500610.0,167290.0,-0.555237,51.39568,3,5,1,03/02/2005,5,6,1,3,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2005,2
787673,217662,436100.0,434770.0,-1.453279,53.807972,3,2,2,12/12/2010,1,13,3,6120,Dual carriageway,30,3.0,6,2,5.0,4,3,2,0,5.0,1,2010,12
836524,266513,504650.0,185750.0,-0.491724,51.560879,1,1,1,26/12/2010,1,14,1,40,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2010,12
800528,230517,408430.0,289310.0,-1.877253,52.501598,3,2,2,14/08/2010,7,14,3,5127,Dual carriageway,30,4.0,-1,2,5.0,4,3,1,0,5.0,1,2010,8
690894,120883,535180.0,152850.0,-0.064069,51.258734,3,6,3,19/04/2009,1,10,1,25,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2009,4
243343,243343,389480.0,409090.0,-2.160363,53.578291,3,2,1,16/12/2006,7,9,2,627,Dual carriageway,70,4.0,-1,2,1.0,4,3,1,0,5.0,2,2006,12
1025291,455280,338020.0,192580.0,-2.896854,51.628559,3,2,2,03/12/2011,7,12,3,449,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2011,12
830253,260242,513870.0,227320.0,-0.345173,51.932707,2,1,2,30/01/2010,7,9,3,505,Dual carriageway,70,4.0,-1,2,1.0,4,3,3,0,5.0,2,2010,1
500247,500247,535430.0,202880.0,-0.041314,51.708268,3,2,1,01/10/2007,2,13,3,10,Dual carriageway,40,3.0,5,2,2.0,4,5,1,0,5.0,1,2007,10
801226,231215,383690.0,351610.0,-2.244835,53.061467,3,2,1,21/01/2010,5,17,3,500,Dual carriageway,70,1.0,3,2,1.0,3,3,1,0,5.0,2,2010,1
47114,47114,390820.0,403040.0,-2.139945,53.523936,3,2,1,17/05/2005,3,11,3,62,Dual carriageway,30,3.0,4,2,2.0,4,3,2,0,5.0,1,2005,5
340520,340520,558480.0,173600.0,0.278826,51.439173,3,5,2,18/03/2006,7,12,3,255,Dual carriageway,50,1.0,6,2,1.0,4,3,2,0,5.0,1,2006,3
1023774,453763,321490.0,371330.0,-3.177688,53.233167,3,1,2,23/06/2011,5,13,3,55,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2011,6
483227,483227,493460.0,371080.0,-0.601403,53.228532,3,1,1,06/08/2007,2,20,3,46,Dual carriageway,70,4.0,-1,2,1.0,3,5,1,0,5.0,2,2007,8
603296,33285,383630.0,397960.0,-2.248131,53.478099,3,2,1,22/10/2009,5,17,3,34,Dual carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2009,10
302371,302371,468330.0,259240.0,-1.001027,52.227095,3,3,2,29/10/2006,1,15,1,1,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2006,10
961125,391114,416040.0,332430.0,-1.763056,52.889066,3,1,1,27/06/2011,2,8,3,50,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2011,6
829395,259384,509800.0,199700.0,-0.41309,51.685284,3,2,1,14/10/2010,5,12,3,405,Dual carriageway,40,1.0,3,2,1.0,4,3,2,0,5.0,1,2010,10
799252,229241,405560.0,283510.0,-1.919628,52.449491,3,2,2,29/07/2010,5,17,3,38,Dual carriageway,40,1.0,6,2,1.0,4,3,2,0,5.0,1,2010,7
796366,226355,399800.0,301860.0,-2.004398,52.614486,3,2,1,27/01/2010,4,18,3,34,Dual carriageway,30,3.0,4,2,2.0,3,3,1,0,5.0,1,2010,1
683638,113627,448100.0,113450.0,-1.31711,50.91845,2,1,1,09/02/2009,2,20,1,27,Dual carriageway,70,4.0,-1,2,1.0,3,5,1,0,5.0,2,2009,2
993209,423198,467620.0,101530.0,-1.04165,50.809319,3,2,1,22/01/2011,7,11,3,2030,Dual carriageway,40,3.0,6,2,5.0,4,3,2,0,5.0,2,2011,1
685960,115949,452340.0,108020.0,-1.257573,50.869256,3,1,2,20/08/2009,5,18,3,27,Dual carriageway,50,4.0,-1,2,1.0,4,3,2,0,5.0,1,2009,8
928245,358234,371260.0,355350.0,-2.430645,53.09456,3,2,1,22/10/2011,7,12,3,532,Dual carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2011,10
765377,195366,334950.0,389040.0,-2.979706,53.394158,3,2,2,24/02/2010,4,21,3,562,Dual carriageway,30,3.0,6,2,1.0,3,3,2,0,5.0,1,2010,2
436046,436046,429600.0,556440.0,-1.539926,54.901833,3,2,1,20/09/2007,5,15,3,1231,Dual carriageway,70,1.0,3,2,1.0,4,3,2,0,5.0,2,2007,9
511119,511119,485530.0,236800.0,-0.754898,52.022993,3,2,1,12/12/2007,4,15,5,156,Dual carriageway,70,1.0,6,2,1.0,4,3,2,0,5.0,1,2007,12
473021,473021,414160.0,271820.0,-1.793577,52.344242,3,2,1,11/11/2007,1,15,1,40,Dual carriageway,70,4.0,-1,2,1.0,1,3,2,0,5.0,2,2007,11
99134,99134,445010.0,372980.0,-1.326848,53.251916,3,2,1,19/09/2005,2,10,1,1,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2005,9
951549,381538,400370.0,277520.0,-1.995999,52.395667,3,1,1,29/07/2011,6,0,3,38,Dual carriageway,40,4.0,-1,2,5.0,3,3,2,0,5.0,1,2011,7
400284,400284,541480.0,159880.0,0.028943,51.320381,3,1,2,02/06/2007,7,13,3,233,Dual carriageway,30,1.0,6,2,1.0,4,3,2,0,2.0,1,2007,6
86121,86121,417600.0,278760.0,-1.742718,52.406535,3,2,1,12/04/2005,3,15,1,42,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2005,4
336621,336621,503620.0,164960.0,-0.512666,51.374195,3,1,1,22/07/2006,7,19,3,320,Dual carriageway,50,4.0,-1,2,1.0,4,3,2,0,5.0,2,2006,7
90393,90393,377890.0,350970.0,-2.331337,53.055504,3,2,2,27/10/2005,5,13,1,6,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,1,5.0,2,2005,10
386583,386583,264500.0,660510.0,-4.16422,55.818815,2,1,1,08/11/2006,4,13,3,724,Dual carriageway,30,3.0,6,2,2.0,4,3,2,0,5.0,1,2006,11
811474,241463,454120.0,361290.0,-1.192297,53.145995,3,1,1,20/01/2010,4,0,3,6009,Dual carriageway,40,4.0,-1,2,1.0,3,3,2,0,5.0,1,2010,1
554923,554923,308960.0,195640.0,-3.317389,51.652109,3,2,2,19/08/2007,1,13,3,4059,Dual carriageway,60,1.0,6,2,1.0,4,3,2,0,5.0,2,2007,8
390270,390270,529730.0,178440.0,-0.132795,51.489979,3,2,1,19/07/2007,5,9,3,202,Dual carriageway,30,3.0,6,2,1.0,4,3,2,0,5.0,1,2007,7
901879,331868,523000.0,188170.0,-0.226285,51.578928,3,3,1,31/01/2011,2,19,6,0,Dual carriageway,30,4.0,-1,2,1.0,3,3,2,0,5.0,1,2011,1
935010,364999,440370.0,459740.0,-1.385151,54.032076,3,6,2,01/09/2011,5,21,2,1,Dual carriageway,70,4.0,-1,2,1.0,1,3,2,0,5.0,2,2011,9
1002509,432498,564940.0,170810.0,0.370392,51.412265,3,2,1,24/02/2011,5,17,3,2,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2011,2
467998,467998,414510.0,299490.0,-1.787243,52.592989,3,2,1,11/10/2007,5,11,3,38,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2007,10
27545,27545,340310.0,496910.0,-2.920156,54.364207,3,1,1,11/06/2005,7,15,3,592,Dual carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,2,2005,6
526824,526824,555380.0,167170.0,0.231444,51.382258,3,1,2,15/10/2007,2,23,1,20,Dual carriageway,70,4.0,-1,2,1.0,1,3,2,1,2.0,2,2007,10
128553,128553,564340.0,199470.0,0.375145,51.669917,3,1,1,11/07/2005,2,13,3,12,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2005,7
910497,340486,532530.0,192600.0,-0.087156,51.61658,3,1,1,11/12/2011,1,19,3,10,Dual carriageway,30,3.0,3,2,2.0,3,5,1,0,5.0,1,2011,12
241084,241084,380540.0,411020.0,-2.295506,53.595382,3,2,1,09/05/2006,3,8,3,56,Dual carriageway,40,3.0,6,2,2.0,4,3,2,0,5.0,1,2006,5
41503,41503,382820.0,398000.0,-2.260338,53.478432,3,2,1,01/06/2005,4,11,3,6042,Dual carriageway,30,3.0,6,2,1.0,4,5,1,0,5.0,1,2005,6
164832,164832,351980.0,176890.0,-2.693041,51.488859,3,6,1,30/12/2005,6,17,1,5,Dual carriageway,70,4.0,-1,2,1.0,3,3,1,0,5.0,2,2005,12
216410,216410,520410.0,177930.0,-0.267144,51.487455,3,3,1,06/07/2006,5,8,3,4,Dual carriageway,40,3.0,5,2,2.0,4,6,2,0,5.0,1,2006,7
920867,350856,385971.0,402249.0,-2.213051,53.516719,3,2,4,28/02/2011,2,15,3,664,Dual carriageway,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2011,2
645337,75326,364870.0,225950.0,-2.512355,51.930906,3,2,1,29/01/2009,5,9,1,50,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2009,1
401721,401721,541850.0,175160.0,0.040349,51.457597,3,2,1,25/09/2007,3,6,3,2,Dual carriageway,50,4.0,-1,2,1.0,4,3,2,0,5.0,1,2007,9
31218,31218,360350.0,430180.0,-2.603005,53.766446,3,2,2,12/06/2005,1,11,3,59,Dual carriageway,60,3.0,3,2,1.0,4,3,2,0,5.0,2,2005,6
1012236,442225,248100.0,54690.0,-4.137516,50.372378,3,1,1,25/01/2011,3,19,3,374,Dual carriageway,30,4.0,-1,2,1.0,3,6,1,0,5.0,1,2011,1
960213,390202,447920.0,280330.0,-1.296816,52.418839,3,2,1,28/03/2011,2,2,1,6,Dual carriageway,70,4.0,-1,2,1.0,1,3,2,0,5.0,2,2011,3
381567,381567,279870.0,692540.0,-3.933363,56.11051,3,2,1,31/08/2006,5,16,3,9,Dual carriageway,30,4.0,-1,2,1.0,4,3,2,0,2.0,1,2006,8
435341,435341,420040.0,566120.0,-1.688335,54.989293,3,2,1,18/07/2007,4,16,3,1,Dual carriageway,70,4.0,-1,2,1.0,4,5,1,0,5.0,1,2007,7
782856,212845,444260.0,423730.0,-1.33095,53.708121,3,2,1,12/02/2010,6,21,1,62,Dual carriageway,70,4.0,-1,2,1.0,1,3,2,0,5.0,2,2010,2
1041815,2362,527060.0,181690.0,-0.170062,51.519793,3,2,1,07/12/2012,6,20,3,5,Dual carriageway,50,3.0,3,2,1.0,3,3,2,0,5.0,1,2012,12
39739,39739,384430.0,400420.0,-2.2362,53.500235,3,3,1,16/11/2005,4,12,3,665,Dual carriageway,30,3.0,3,2,5.0,4,3,2,0,5.0,1,2005,11
401421,401421,540310.0,178150.0,0.019384,51.484849,3,2,4,04/02/2007,1,1,3,102,Dual carriageway,50,4.0,-1,2,1.0,3,3,2,0,5.0,1,2007,2
816873,246862,456820.0,310130.0,-1.160869,52.685863,3,1,3,02/01/2010,7,9,3,46,Dual carriageway,70,4.0,-1,2,1.0,4,6,3,0,5.0,2,2010,1
763796,193785,329010.0,390180.0,-3.069274,53.403637,3,2,2,17/08/2010,3,13,6,0,Dual carriageway,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2010,8
152458,152458,582830.0,154550.0,0.619029,51.260728,3,3,3,02/11/2005,4,8,1,20,Dual carriageway,50,4.0,-1,2,1.0,4,5,1,0,5.0,2,2005,11
664510,94499,517920.0,295330.0,-0.262585,52.543032,3,2,1,02/12/2009,4,18,3,1260,Dual carriageway,60,1.0,6,2,1.0,3,3,2,0,5.0,2,2009,12
280384,280384,385250.0,349610.0,-2.221465,53.043534,3,3,1,07/12/2006,5,8,3,500,Dual carriageway,70,4.0,-1,2,1.0,4,5,1,0,5.0,1,2006,12
317796,317796,545280.0,200830.0,0.100292,51.687386,3,1,1,24/04/2006,2,16,1,25,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2006,4
27953,27953,337080.0,562680.0,-2.984039,54.954797,3,2,1,20/08/2005,7,12,3,74,Dual carriageway,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2005,8
401576,401576,545000.0,175100.0,0.085633,51.45626,3,2,1,20/03/2007,3,9,3,2,Dual carriageway,50,1.0,3,2,1.0,4,3,2,0,5.0,1,2007,3
950950,380939,411690.0,292860.0,-1.829104,52.533453,2,2,3,30/03/2011,4,12,3,452,Dual carriageway,30,3.0,3,2,1.0,4,5,1,0,5.0,1,2011,3
442512,442512,433700.0,429590.0,-1.490287,53.761576,3,2,1,22/02/2007,5,6,3,639,Dual carriageway,40,1.0,1,2,1.0,0,5,1,0,5.0,2,2007,2
527891,527891,582890.0,154340.0,0.619781,51.258822,3,2,2,28/12/2007,6,21,3,20,Dual carriageway,60,1.0,6,2,1.0,3,4,1,0,5.0,2,2007,12
128540,128540,548270.0,199320.0,0.142874,51.673037,3,1,1,05/07/2005,3,19,1,25,Dual carriageway,70,4.0,-1,2,1.0,4,5,1,0,5.0,2,2005,7
143618,143618,520840.0,164720.0,-0.265456,51.368637,3,2,1,01/08/2005,2,12,3,240,Dual carriageway,40,3.0,4,2,2.0,4,3,2,0,5.0,1,2005,8
537000,537000,244720.0,57620.0,-4.186223,50.397826,3,2,2,06/03/2007,3,8,6,0,Dual carriageway,60,4.0,-1,2,1.0,4,3,1,0,5.0,1,2007,3
